,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs,sum_deaths,sum_costs
74,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,8,5,1,10,5,0,2,7,3,1,1,3,2,111601194.33864394,0.0,226406905.11028442,0.0,55021520.85615872,0.0,33801522.61574014,0.0,118062335.05452782,0.013176737723838509,710400000.0,0.0,0.013176737723838509,544893477.975355
75,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,7,0,3,5,1,0,6,7,5,3,6,5,0,0,10,121644599.3504275,0.0,104651657.86617124,0.0,117836656.71301767,0.0,37351908.725305475,0.0,156339536.3622701,0.006388568049287183,1058700000.0,2359.9688575170603,0.006388568049287183,537824359.017192
76,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4,3,1,1,6,4,1,6,0,6,3,5,0,4,4,137587437.176622,0.0,186842806.73085707,0.0021075687559439205,58744646.846493684,0.0018315576489538873,37905187.80764773,0.0,184915607.11415023,0.017668355772803786,230600000.0,1864.2394373292354,0.021607482177701594,605995685.6757708
77,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,6,3,3,7,4,2,0,3,0,0,6,6,4,10,148992572.8637129,0.0,203600384.21325204,0.0,48047840.36663434,0.0,19364751.59335363,0.0006006547526555874,162514679.43789458,0.0,1134000000.0,107.55935917597253,0.0006006547526555874,582520228.4748476
78,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,4,7,2,4,6,5,4,0,0,4,7,0,2,1,2,5,180016033.32081586,0.0,215943122.36265725,0.0,74511917.35159515,0.004909391860210244,23537919.412238494,0.0,94124251.45002009,0.0,783000000.0,1182.0325398849359,0.004909391860210244,588133243.8973268
79,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,6,0,3,7,3,3,4,5,1,7,4,1,3,8,60717312.84309486,0.0,197109949.28567868,6.925954207819441e-05,89836264.45193493,0.0,37614893.190550655,0.00012381532600713404,188099520.8645351,0.003982590998953788,504600000.0,2419.7397286951878,0.004175665867039116,573377940.6357943
80,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,4,3,4,0,6,6,1,4,1,0,1,1,5,6,6,156758492.85982162,0.0,180318736.52131104,0.005415435124259441,71617663.74483383,0.0,13178264.296193173,2.8697203782174247e-05,142600149.34576246,0.0,839200000.0,423.1311982261505,0.0054441323280416155,564473306.7679222
81,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,2,0,1,0,5,1,1,2,7,7,1,6,0,5,71223146.50296113,0.0,124672881.18506406,0.004027566283027365,65000908.30641317,0.0,42422238.37366619,0.0,85142397.97480127,0.0,1110800000.0,312.4054236414581,0.004027566283027365,388461572.3429059
82,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,8,2,6,5,1,0,7,6,5,10,1,0,2,1,2,210007656.8411526,0.0,104651657.86617124,0.0,118518738.69004363,0.0,29229280.98454815,0.0,118056806.780505,0.0052364719256614515,679700000.0,476.80820597202927,0.0052364719256614515,580464141.1624206
83,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,3,7,4,9,2,0,3,5,3,2,0,1,6,2,1,1,252065198.0871864,0.0,120087710.93815452,0.0014606224976990525,86427363.44892766,0.0,28673407.022022367,0.00026822725377133956,82048310.80279644,0.0,1066700000.0,976.7054697698245,0.0017288497514703922,569301990.2990874
84,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,5,10,7,9,1,7,3,3,3,0,0,4,0,5,2,279270942.6186134,0.0,244334741.6364998,0.0,80565267.4198265,0.0,16059638.50269395,0.0005381430756807126,89912985.95455348,0.0032000637633076002,1033800000.0,404.6485175304135,0.003738206838988313,710143576.132187
85,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,3,2,3,3,7,1,4,1,5,6,3,7,2,3,126556908.17246997,0.0,190450460.34291357,0.0,95712824.3764635,0.020518740026659092,38191150.24818995,0.0,120153157.44399336,0.0,357700000.0,0.0,0.020518740026659092,571064500.5840303
86,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,2,0,3,1,7,10,3,4,2,7,3,1,2,6,6,5,78453877.84187987,0.0,283931427.1198278,0.0,93625285.05761246,0.0,23831364.991512045,0.0,144433354.3443391,0.0,1134000000.0,0.0,0.0,624275309.3551713
87,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,7,7,0,2,4,0,7,5,5,0,1,5,6,0,0,154345864.93625224,0.0,99885909.50154212,0.0,113756052.19718486,0.0,18537667.197337087,0.00017732405044025744,40273672.383724004,0.0,1623000000.0,0.0,0.00017732405044025744,426799166.2160404
88,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,2,1,4,2,2,0,2,0,7,3,7,5,3,6,3,3,126248398.22442567,0.0,88613111.95505467,0.0,64835987.44502628,0.0,40916860.84976648,0.0,118473193.28313744,0.0,1328600000.0,0.0,0.0,439087551.7574105
89,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,4,5,3,6,2,6,6,6,4,2,1,2,2,0,0,1,183442810.13191497,0.0,201061785.45402196,6.569493609047416e-05,94719891.3748407,0.0,22013110.966710176,0.0,33792821.47401639,0.0004486343592500181,1155000000.0,344.80172012382707,0.0005143292953404923,535030419.40150416
90,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,5,7,4,1,7,3,3,6,1,3,3,2,0,6,6,206186162.15825236,0.0,189549685.47826293,0.0007129435424735559,86393856.47345893,0.0,26773108.14923481,0.0,130032070.12507576,0.0020841861488043126,236500000.0,1808.3878741597746,0.0027971296912778685,638934882.3842847
91,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,3,4,5,0,2,1,2,5,7,3,1,3,0,6,0,2,109584413.64186119,0.0,145297709.11255357,0.0007929477634671255,105495260.36683235,0.0,15377260.197147861,9.239242027287696e-06,74011736.27191554,0.0,970100000.0,372.66668556219435,0.0008021870054944132,449766379.5903105
92,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,7,1,5,9,1,5,6,0,0,6,0,8,5,1,6,180120614.91322458,0.0,224876446.44979396,0.0,31398797.71871161,0.0,32293439.297215313,0.0,115563255.13869867,0.0,248500000.0,0.0,0.0,584252553.5176442
93,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,3,0,3,6,5,0,1,7,10,2,2,5,9,0,3,0,109448217.91765803,0.0,104651657.86617124,0.0,129406404.52998534,0.0,42125431.86671548,0.0,55631209.48462096,0.0013119606855736654,1062200000.0,757.0679923841006,0.0013119606855736654,441262921.6651511
94,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,6,2,5,10,4,0,0,4,1,10,2,4,1,3,5,176911057.71090558,0.0,174192131.5184375,0.0,73881452.67979644,0.02077050246312473,45154293.751535036,0.0,98378503.2421007,0.0,454300000.0,0.0,0.02077050246312473,568517438.9027753
95,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,4,4,2,0,1,9,1,1,4,1,1,1,2,4,10,151323299.4520034,0.0,177774061.10465693,0.0210709100643246,91726423.06348619,0.01914056642692869,19617742.85964441,0.0,134446244.4679576,0.0,583100000.0,0.0,0.04021147649125329,574887770.9477485
96,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,6,7,3,7,5,5,7,1,10,6,7,0,0.0,0.0,229784558.25432444,0.0,113756052.19718486,0.0,48929221.345812656,0.0,94338185.77629063,0.0,748700000.0,0.0,0.0,486808017.5736126
97,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,3,6,8,7,6,1,0,2,1,1,6,10,9,7,109448217.91765803,0.0,286529264.0339249,0.0,91660270.76684651,0.04141512370801664,29718494.156005714,0.000838616822129469,216179285.74610788,0.0,710400000.0,0.0,0.04225374053014611,733535532.620543
98,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,3,4,10,0,3,0,3,3,4,5,0,1,10,1,3,7,156636494.31099015,0.0,107317009.92360431,0.0003713639134357855,96012624.79839613,0.0006479629344412573,37206014.10069692,0.0002918043026415972,179659297.01447242,0.0037931900998184167,1117000000.0,2778.1860727541293,0.005104321250337057,576831440.14816
99,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,10,0,0,0,6,1,8,1,7,3,2,6,7,5,95107331.23784721,0.0,91360171.01202539,0.011477145892453296,86325401.15861787,0.0,35216646.05860828,0.0,151104382.32237512,0.0,1382500000.0,0.0,0.011477145892453296,459113931.7894739
100,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,4,10,5,3,1,3,3,7,6,4,7,9,1,0,0,243026739.99148428,0.0,144868808.27820158,0.0,105986538.88131073,0.0,52265697.52701596,0.0,45062288.23745022,0.00870199712768881,995500000.0,0.0,0.00870199712768881,591210072.9154627
101,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,4,6,6,3,2,1,0,5,0,5,4,3,6,82177854.37813279,0.0,218443626.505055,0.0,73047766.97644842,0.009085676354233869,24162426.948826768,0.0,119047428.63319229,0.0,327000000.0,292.49059168372224,0.009085676354233869,516879103.4416553
102,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,3,9,7,8,0,5,0,1,4,0,0,3,1,0,5,8,308079310.60404944,0.0,71838382.99253674,0.0006643139646208397,47604893.24040605,0.0,15444563.06553661,0.0,94006162.86541712,0.0,1705900000.0,320.977327453264,0.0006643139646208397,536973312.767946
103,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2,2,3,9,4,10,4,1,0,7,7,9,9,7,5,125475141.84558643,0.0,316231702.84994876,0.0,49622725.1402255,0.0,61346985.9460107,0.0,175698908.8789751,0.0,442300000.0,0.0,0.0,728375464.6607466
104,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,6,6,0,1,8,4,2,0,3,0,7,10,9,7,9,134996357.6629468,0.0,207386251.08853057,0.002138830627420668,50333486.676788114,0.0007100454234473326,48474290.765630364,0.0007271818249415617,203837860.00741637,0.0,454300000.0,319.0195331187065,0.003576057875809562,645028246.2013122
105,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,10,7,5,4,7,6,7,7,4,9,8,7,32694901.094161935,0.0,307297634.57326657,0.0,110986669.21857975,0.0,47823410.90026012,0.0,196930117.12676758,0.0,607900000.0,0.0,0.0,695732732.9130359
106,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,2,2,0,1,6,1,1,8,1,0,1,2,10,6,7,77099991.75787257,0.0,167820097.0011144,0.002138830627420668,108261405.54943313,0.0067467907215414446,23140010.48386338,0.0008093972422071489,190187732.66254705,0.0,795000000.0,530.4289041552112,0.00969501859116926,566509237.4548305
107,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,2,7,5,3,6,0,2,3,9,4,2,3,1,1,0,0,199716683.5766434,0.0,118427379.06875929,0.0,108629354.43056443,0.0,23850184.958490238,0.0,115310488.77985187,0.005929531975727331,1166400000.0,2153.5535409891736,0.005929531975727331,565934090.8143092
108,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,3,2,0,2,7,4,2,6,3,1,2,6,6,5,134644726.2576002,0.0,167331269.85767362,0.0024902706353019393,90172032.51215842,0.0,23831364.991512045,0.0,144433354.3443391,0.0,236500000.0,1186.8390184978857,0.0024902706353019393,560412747.9632834
109,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,3,8,7,2,4,1,6,6,6,0,0,4,1,5,1,225290266.93789953,0.0,147867940.80598167,0.0005474578007539514,116802420.6988585,0.0,16364929.804509835,0.0016229361294010304,93596653.66320348,0.0,1114400000.0,0.0,0.0021703939301549817,599922211.9104531
110,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,3,4,3,0,0,5,3,4,7,2,1,0,2,6,0,2,96223098.04916811,0.0,139288714.6719857,0.0012522838754344223,97628005.17481405,0.0,14775873.925449368,2.644396160959841e-05,74011736.27191554,0.0,1000800000.0,628.1778514198992,0.0012787278370440208,421927428.09333277
111,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,2,0,3,6,7,0,6,3,5,8,4,1,0,1,37255203.23710208,0.0,220095552.17539835,0.0,66853672.15607731,0.001764158956331958,45130303.71601647,0.0,50929971.20054293,0.0,509600000.0,60.698817768670004,0.001764158956331958,420264702.48513716
112,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,3,6,5,1,0,3,6,7,6,3,6,5,66507014.9338145,0.0,201280193.88081348,0.0,57271462.984996244,0.0036631152979077768,49514218.15716405,0.0,124523735.82010275,0.0,1561600000.0,121.80292634230652,0.0036631152979077768,499096625.77689105
113,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,3,3,6,4,4,4,2,0,0,6,7,4,10,76431543.68310125,0.0,193091855.26557928,0.0,85609120.14060155,0.0,19364751.59335363,0.0016684854240432987,170611600.40478837,0.0,1134000000.0,0.0,0.0016684854240432987,545108871.087424
114,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,6,7,9,6,4,1,0,1,7,3,7,7,66507014.9338145,0.0,295020999.94654614,0.0,92105183.62711218,0.0,24572683.02760253,0.00029776874162253054,141073708.86943716,0.0,1087700000.0,57.365029355742,0.00029776874162253054,619279590.4045126
115,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,4,7,5,7,3,6,1,1,1,5,3,1,2,0,6,7,238400207.85263282,0.0,172641808.18109342,0.0,74332242.17684948,0.00022822629763265089,23831364.991512045,0.0,142769961.45140165,0.002519071009433605,438700000.0,1744.1750830077845,0.0027472973070662558,651975584.6534894
116,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,10,5,0,2,3,0,0,2,3,8,1,2,7,7,3,170633165.41210634,0.0,97176148.21849187,0.0014684235314085558,71897650.6363521,0.020141096371960633,34300065.4232814,0.0,148687151.83491525,0.0,1511300000.0,0.0,0.02160951990336919,522694181.52514696
117,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,6,2,4,5,7,1,5,4,0,0,7,1,5,1,1,168897725.9290959,0.0,203375519.163827,0.0,60031921.43603267,0.0,31276187.237381823,0.0007972469301165822,96923603.35265538,0.0,236500000.0,143.35555656309268,0.0007972469301165822,560504957.1189928
118,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,2,1,1,6,9,1,4,0,0,1,1,7,7,0,0,4,131444749.25204396,0.0,216408305.29779762,0.0,92339419.16029778,0.009176786463791824,39729636.51553115,0.0,37393823.56420949,0.0002570178015910512,1087700000.0,1320.8676709396514,0.009433804265382874,517315933.78988004
119,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,2,1,6,1,3,1,7,2,1,7,5,9,6,10,72222705.9376919,0.0,173361355.75588888,0.0,108707834.41523708,0.02039285880842627,35552093.1563724,0.0,203909884.04872555,0.0,1256900000.0,0.0,0.02039285880842627,593753873.3139157
120,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,0,3,7,4,4,7,1,2,8,4,0,3,1,60717312.84309486,0.0,203600384.21325204,0.0,94923950.62609406,0.0,42220275.225709006,0.0011294367421807823,206306638.61391026,0.06449923577012923,279200000.0,0.0,0.06562867251231001,607768561.5220603
121,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,3,3,6,1,0,2,3,0,1,0,1,1,10,2,3,163347299.0393601,0.0,107645243.90373676,0.01130346882869359,46650169.32145682,0.0,29088282.259433493,0.004065451997290765,142192202.7424727,0.0,600300000.0,0.0,0.015368920825984355,488923197.2664599
122,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,3,10,0,0,0,6,1,8,5,0,3,5,1,3,5,147485483.76362175,0.0,132474116.39426383,0.02962211821380639,97825566.28048185,0.0,20696082.48629594,0.0,98378503.2421007,0.0,1230600000.0,0.0,0.02962211821380639,496859752.1667641
123,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,3,1,2,6,7,9,0,5,4,4,4,7,2,0,0,121068252.05857566,0.0,295020999.94654614,0.0,65883925.57425082,0.001764158956331958,39444898.75810866,0.0,27578229.96765524,0.0,509600000.0,60.698817768670004,0.001764158956331958,548996306.3051366
124,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,6,0,2,1,6,1,0,6,6,7,6,3,1,10,60717312.84309486,0.0,170916100.9247673,0.0065446047561429355,101288464.20932628,0.04154100492624948,49514218.15716405,0.0,124589423.38536836,0.0,1736700000.0,0.0,0.048085609682392415,507025519.51972085
125,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,4,0,0,0,4,1,3,1,0,4,7,4,9,2,1,6,518711109.2674475,0.020657043468376695,153700147.46963966,0.0,47604893.24040605,0.0,52784950.31130054,0.0,98900677.91008756,0.0,573600000.0,3868.0359186852784,0.020657043468376695,871701778.1988813
126,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,2,7,7,1,3,5,3,2,7,0,3,0,0,2,110130504.5881955,0.0,184298790.75256568,0.0,86427363.44892766,0.0,24956580.074387155,0.0,78137596.85213721,0.021866011426227756,831600000.0,0.0,0.021866011426227756,483950835.71621317
127,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,7,5,6,5,5,6,0,0,8,7,3,4,0,0,3,227292860.5414936,0.0,222107979.37127894,0.0,85311792.2558775,0.014682858342066915,38523445.297830656,0.0,34368233.04939238,0.0006168427238185228,1087700000.0,550.0795022657993,0.015299701065885438,607604310.5158731
128,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,5,1,7,0,6,6,6,4,1,0,1,0,4,6,7,176006934.67244527,0.0,180318736.52131104,0.005415435124259441,92105183.62711218,0.0,6962153.3535512015,5.7394407564348494e-05,141285875.66420355,0.0,839200000.0,428.1802288120581,0.005472829531823789,596678883.8386233
129,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,6,3,0,7,6,1,3,2,0,1,8,7,7,10,112454988.58836943,0.0,190349980.61360493,0.015042875345165112,70680852.3457324,0.0,23300849.04230147,7.971445495048403e-05,193224964.59681654,0.0,1057000000.0,0.0,0.015122589800115596,590011635.1868248
130,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,3,0,2,0,5,1,4,2,0,0,4,1,0,4,42291505.65437629,0.0,108771587.21987478,0.0004019469386978708,76064069.72712536,0.0006825650153521711,16504680.924707064,0.0006053662666980784,64469298.14724094,0.000767555428471573,1299600000.0,231.72409472698624,0.0024574336492196934,308101141.67332447
131,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,2,6,5,6,6,2,7,1,0,1,6,10,9,7,102192937.55533153,0.0,233114817.4586118,0.0,86235112.72888009,0.0,32351293.950812235,0.0011892758669452893,216179285.74610788,0.0,650600000.0,201.4295319241303,0.0011892758669452893,670073447.4397435
132,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,3,7,2,5,8,0,0,1,8,9,10,3,3,1,3,0,188303187.5061465,0.0,81277411.11097889,0.0,138065317.9384416,0.0024924602955749674,45297253.874143034,0.0,58883099.17957478,0.00012792590474526214,756700000.0,580.6843210550404,0.0026203862003202297,511826269.6092848
133,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,2,6,7,6,0,0,6,7,1,0,8,6,37255203.23710208,0.0,210586481.0325635,0.0005582596370803763,31398797.71871161,0.0,39816568.41869327,0.0,149589285.9704183,0.020992258411946706,741100000.0,0.0,0.021550518049027082,468646336.37748873
134,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,3,0,2,3,7,10,5,2,7,0,0,8,5,9,7,2,82486364.32617709,0.0,304410245.2083211,0.0,61053745.05597133,0.00023668180781577752,39583136.41342965,0.00026445050648011344,160123339.58615863,0.0,454300000.0,342.69800180082825,0.000501132314295891,647656830.5900577
135,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,9,2,2,1,2,0,1,5,7,9,6,8,3,0,7,189588541.54905233,0.0,95315215.4380091,0.00585435765539978,94194488.77724752,0.0019136295777486556,61840409.117942214,0.0,114134500.4090906,0.015420469734563139,1047500000.0,0.0,0.023188456967711574,555073155.2913418
136,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,3,7,5,0,3,0,3,3,4,5,1,7,4,1,3,8,136422954.7271911,0.0,107317009.92360431,0.0003713639134357855,96012624.79839613,0.0006479629344412573,37370790.556950614,0.00011152484375594311,184543752.8777014,0.0037931900998184167,1032400000.0,2573.456592622116,0.004924041791451402,561667132.8838435
137,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,4,4,7,2,1,8,2,3,7,1,0,1,3,4,4,191731460.2888721,0.0,187835489.0261425,0.0023788432904013764,112952073.06795263,0.0075680153638525375,12857587.774250694,0.0,109495918.38671274,0.0,1313100000.0,421.91400864262414,0.009946858654253914,614872528.5439306
138,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,6,0,1,0,7,8,5,7,2,0,1,4,0,7,1,100714900.1874114,0.0,209621314.03581423,0.015042875345165112,102456829.1637007,0.0,16347288.792964684,0.0,75869639.77914998,0.0,1530900000.0,0.0,0.015042875345165112,505009971.959041
139,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,2,7,4,10,2,0,2,7,7,1,1,3,3,1,5,3,266309508.2515163,0.0,91026622.42019643,0.00016747789112411292,110009109.98310609,0.0,28344168.850088812,0.00013914123826519876,102555184.15762946,0.00015990738093157772,910300000.0,200.56481520050204,0.0004665265103208894,598244593.6625371
140,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,4,6,5,9,3,7,5,4,1,10,1,3,9,47847947.961454235,0.0,268957400.84046453,0.0,102347696.85823739,0.0,41038624.720261365,0.0,147271435.5638584,0.013176737723838509,741100000.0,0.0,0.013176737723838509,607463105.9442759
141,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,2,0,0,7,6,6,4,2,6,0,1,0,0,3,4,6,68139002.95605196,0.0,226698717.69347894,0.0,55749126.209561795,0.0,7271247.1417281795,3.514252148373518e-05,118221177.20301227,0.0,1170600000.0,25.01052211731916,3.514252148373518e-05,476079271.20383316
142,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,3,6,6,0,1,0,9,1,1,1,6,3,5,0,109448217.91765803,0.0,112832601.01821715,0.0,73928069.49185786,0.004900441545366547,34027490.6125836,0.0020588104401469748,70917961.72350763,0.0,735200000.0,0.0,0.006959251985513522,401154340.7638243
143,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,2,1,3,0,2,6,1,6,1,2,3,5,3,9,0,7,76431543.68310125,0.0,166683456.0429728,0.00022026352971128338,84277981.37530136,0.0,31756465.62997268,0.0,112912350.16584781,0.0,1122000000.0,65.63467821299623,0.00022026352971128338,472061796.89719594
144,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,1,2,4,0,9,1,2,7,6,1,4,3,7,9,158247805.46284032,0.0,156295954.0347702,0.0,130737966.02641785,0.04330334198150896,32585053.787652515,0.0,153556497.4878596,0.0,558500000.0,0.0,0.04330334198150896,631423276.7995405
145,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2,5,5,2,7,9,0,6,5,10,7,5,0.0,0.0,194572008.24848527,0.0021909337465485785,138343055.0515717,0.0076813084602620745,29320181.19783098,0.00027064621747917154,184950365.0702633,0.0,802600000.0,460.0707772224522,0.010142888424289825,547185609.5681512
146,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,7,3,6,5,6,4,2,0,0,0,0,7,3,7,1,206608704.69342405,0.0,214755434.29165137,0.0,22167818.198803753,0.0,15780866.557594026,0.00012457427098292492,114267551.46554163,0.0,1208900000.0,25.522904484556097,0.00012457427098292492,573580375.2070148
147,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,2,4,2,3,5,0,0,6,9,5,2,2,5,0,0,10,142199997.9234246,0.0,59410102.93073928,0.0,128749060.98480114,0.0,27834826.095316373,0.0,156339536.3622701,0.006388568049287183,1276500000.0,2359.9688575170603,0.006388568049287183,514533524.29655147
148,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,3,0,0,6,9,0,0,6,9,10,4,3,3,6,2,7,60717312.84309486,0.0,89992006.20155807,0.0,154268650.1130024,0.0,30059556.316496484,0.0,131834239.3165331,0.0,1012800000.0,0.0,0.0,466871764.79068494
149,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,7,1,7,0,9,7,6,4,1,0,0,4,1,7,7,198655966.29970902,0.0,243246234.81226677,0.024182408747265897,92105183.62711218,0.0,21375332.201220535,0.002825234502604,128563360.84755757,0.0,558500000.0,0.0,0.027007643249869897,683946077.7878661
150,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4,4,2,6,1,1,1,1,4,0,1,6,1,7,2,151323299.4520034,0.0,161218867.4218822,0.0,96075254.65218224,0.02274285086158954,31935756.7847808,0.003129192816373297,109281254.31048584,0.001066049206210518,236500000.0,0.0,0.026938092884173356,549834432.6213346
151,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,2,6,1,1,0,1,5,7,10,7,4,0,7,1,146551506.34123784,0.0,96980919.82831815,0.008805554919654564,97910492.93572946,0.005072058586764982,57505503.63725928,0.0,185673938.6217035,0.047500425209437994,317500000.0,0.0,0.061378038715857536,584622361.3642483
152,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,4,6,7,9,5,3,3,0,1,4,4,0,0,95213987.28559849,0.0,295020999.94654614,0.0,89083682.45103267,0.0,29209371.60141711,0.0032398254197687185,33377116.55719709,0.0,351800000.0,0.0,0.0032398254197687185,541905157.8417915
153,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,4,4,0,1,3,3,3,2,0,0,5,5,1,5,102578836.07266891,0.0,133823941.48232079,0.020752255294182828,78081587.42151478,0.0,13943365.29089048,0.0006731814022281175,111162838.60253373,0.0,833300000.0,0.0,0.021425436696410945,439590568.8699286
154,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,4,6,7,2,0,1,5,4,7,5,101474517.63440433,0.0,129532020.98959383,0.016319002794646587,107574201.39956039,0.0,17767801.395336673,0.0,137004737.0557815,0.0,1305500000.0,0.0,0.016319002794646587,493353278.4746767
155,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,2,1,2,6,9,1,3,0,0,1,1,7,6,7,0,4,138379858.76624286,0.0,208689727.50172707,0.0,92584769.52220969,0.009233433011996592,38398599.5091708,3.232019967565409e-05,86420965.59927613,0.0,575500000.0,1246.0018798423966,0.009265753211672246,564473920.8986266
156,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,4,2,7,1,7,1,1,2,1,4,5,7,2,117680843.07115024,0.0,176177176.3544615,0.0014755986321273922,86462899.21101597,0.0,29251001.243000578,0.0012183708808860385,130228550.45096281,0.0,146000000.0,0.0,0.0026939695130134304,539800470.3305911
