,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs,sum_deaths,sum_costs
489,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,6,7,0,3,0,0,0,1,0,1,0,0,7,0,144075745.84278923,0.0,61259565.47887838,0.005964586818269816,28006934.7717823,0.006507346634051045,21508023.46069234,0.0036789319000545334,58518798.67539364,0.006133332585940428,267200000.0,0.0,0.02228419793831582,313369068.22953594
490,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,2,0.0,0.0,86021651.67724773,0.001348667005266149,20299287.62732069,0.0,0.0,0.0,53557815.768892445,0.0,1598200000.0,102.286177265577,0.001348667005266149,159878755.07346088
491,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,6,0,0,1,3,0,6,0,3,3,6,7,3,95486976.46933737,0.0,61049102.95373063,0.003657671278532425,58926842.49039639,0.0,29352526.746155888,0.001030462390316861,141314653.8809178,0.0,176700000.0,467.80016072313305,0.0046881336688492856,386130102.5405381
492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,3,0,0,0,0,1,3,3,1,316907276.1059788,0.09147719662089823,148478841.59446153,0.0,32249385.301928475,0.007036378985920958,22806455.422371037,0.00404545761530873,94551485.92077652,0.0,0.0,0.0,0.10255903322212792,614993444.3455163
493,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,1,4,1,0,0,0,3,0,6,0,0,0,37255203.23710208,0.0,142738477.93875873,0.0018357178148443814,22845332.978453483,0.01909474454102743,22374727.640758883,0.0,283041749.50083214,0.12332881844103094,92100000.0,0.0,0.14425928079690276,508255491.2959053
494,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,6,7,0,1,0,2,1,3,1,0,0,32694901.094161935,0.0,165103218.4412449,0.004162240090539511,20299287.62732069,0.0,23442172.60850419,0.0,298455259.16904545,0.11911760802081035,176700000.0,0.0,0.12327984811134987,539994838.9402771
495,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,4,0,0,1,0,7,0,0,4,1,0,0,0,1,88429031.37443781,0.0,99377074.5241518,0.003289353365934298,34221561.73832255,0.0,16925244.491970196,0.0,191566597.64620095,0.008692339200617379,30700000.0,6539.03211367135,0.011981692566551677,430519509.7750833
496,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,2,0,1,3,0,7,2,4,1,3,0,0,123922014.83441225,0.0,92137047.01723978,0.003914735852964117,62048975.90137317,0.0,25433787.6012514,0.0,30351526.042379983,0.0,121200000.0,0.0,0.003914735852964117,333893351.3966566
497,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,7,6,4,0,1,0,0,0,0,0,0,2,2,5,4,219012720.1300152,0.0,55706071.769240886,0.007793090138312451,941056.0720164158,0.000786313958112095,8383151.00630109,0.00025099258989862085,109031730.07743669,0.0,860600000.0,0.0,0.008830396686323167,393074729.05501026
498,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,2,7,0,0,4,0,7,0,228565968.99850917,0.018283554693434595,50528911.86406103,0.0020061308462874998,58768098.74581756,0.0,23543671.567706615,0.0012178950202225843,58561153.81927673,0.0022151103505958342,61400000.0,1082.6273125924783,0.023722690910540512,419967804.99537116
499,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3,0,6,1,0,0,0,3,0,0,7,0,4,2,7,3,238022785.41321266,0.005488631797253894,22599046.028069243,0.0011974882319762434,24198032.45136138,0.0,26527642.362493023,0.0,115912327.79606873,0.0,213300000.0,1494.3876904228205,0.006686120029230138,427259834.05120504
500,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,3,0,2,2,7,0,0,2,0,0,1,0,0,126829027.92959374,0.0,134449702.74491376,0.020364619703052988,34221561.73832255,0.0,7483058.454298707,3.985707148844103e-05,43056802.95427211,0.007849844393967872,151900000.0,0.0,0.028254321168509303,346040153.8214009
501,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,7,8,0,0,0,0,0,0,0,2,0,1,7,0,217818038.2552836,0.0006058864338909704,125708999.91881451,0.006713781935711425,23175179.379560154,0.0023522933555173084,8287526.989885937,2.530447499630237e-05,70740857.80294001,0.0,286800000.0,3890.545914057157,0.009697266200116007,445730602.3464842
502,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,2,4,0,8,0,1,77099991.75787257,0.0,55660152.08227326,0.007752504556396614,0.0,0.0,17701182.393370774,0.0,81222228.2680157,0.0,297900000.0,0.0,0.007752504556396614,231683554.50153232
503,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,0,2,1,3,0,5,1,1,0,1,0,0,95213987.28559849,0.0,130164032.86246131,0.020899793169574313,56050655.355505094,0.0,12933076.891639158,1.9928535744220515e-05,42514083.34845786,0.007613856100789645,121200000.0,0.0,0.02853357780610818,336875835.74366194
504,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,2,0,4,7,0.0,0.0,67088550.85093841,0.004731417243137204,56211287.32665439,0.003335152955672807,30430443.711440064,0.002060924780633722,162150077.831802,0.012191970568593266,115300000.0,1969.0880032733442,0.022319465548036998,315880359.72083485
505,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,3,2,0,2,7,0,0,1,0,0,2,0,1,1,3,3,77099991.75787257,0.0,73315450.27094865,0.0,20299287.62732069,0.0,16676018.354316363,8.448870147821569e-05,185490728.78260672,0.004933152737641237,261300000.0,2885.3821801339263,0.005017641439119452,372881476.79306495
506,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,4,6,0,1,1,6,0,0,0,0,0,0,3,0,117299462.54481953,0.0,93782848.62375627,0.007123021370370445,31398797.71871161,0.0,9271385.836355004,0.0021727264600529717,30351526.042379983,0.0,473000000.0,0.0,0.009295747830423416,282104020.76602244
507,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,5,4,7,2,7,1,0,0,2,2,5,0,0,232287188.9400581,0.045738598310449116,199185382.65013418,0.0,59903444.52010451,0.0,18799161.788344763,0.000887018326425796,36676675.840294495,0.0,61400000.0,0.0,0.04662561663687491,546851853.7389361
508,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,6,0,1,0,6,0,0,7,6,1,47847947.961454235,0.0,158064519.35998926,0.02303033615765878,57238766.03565234,0.03148957716445879,12586457.998778107,0.0,133897484.80708233,0.0,199900000.0,0.0,0.05451991332211757,409635176.16295624
509,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,5,2,1,1,0,0,0,2,3,3,0,1,42291505.65437629,0.0,158447840.84215504,0.0,75241585.79922083,0.047012303372345556,29386604.204943642,0.003298534516799045,58044072.09764524,0.0,115300000.0,0.0,0.0503108378891446,363411608.59834105
510,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,6,0,1,6,0,0,1,0,0,0,0,0,0,95486976.46933737,0.0,152141429.65690827,0.007254198113920005,39245967.27559619,0.005753619108216928,997555.0672412838,8.227383906265465e-05,7112595.724800027,0.0010944685649078635,1003100000.0,888.3099527100455,0.014184559626107452,294984524.19388324
511,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6,6,3,0,4,0,0,1,0,1,7,6,2,0,0,198290086.51239914,0.0,62725604.433373794,0.004162240090539511,20299287.62732069,0.0,48064664.292045616,0.0026234572186163694,75151344.48311019,0.020891829787901457,92100000.0,0.0,0.027677527097057335,404530987.34824944
512,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,2,1,1,0,0,0,0,1,3,6,5,0,96160095.1130278,0.0036353186033458228,126023155.50766163,0.0,23122941.433384836,0.00702793436477513,28723480.199375752,0.0011894881221193514,85142397.97480127,0.0,182600000.0,572.53677548497,0.011852741090240305,359172070.22825134
513,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,6,1,7,3,0,0,7,0,1,7,1,3,109503342.08350585,0.0,205588506.2755974,0.0,25683157.05959281,0.0012926645882801071,22258486.725668453,0.0,115581377.23133813,0.0,121200000.0,0.0,0.0012926645882801071,478614869.3757026
514,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,4,0,2,1,6,42291505.65437629,0.0,101081706.75443177,0.010584982485091769,108175104.88777809,0.07399276146543407,19523244.452035572,0.0023185128786863,98900677.91008756,0.0,151900000.0,0.0,0.08689625682921213,369972239.6587093
515,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,6,1,2,3,0,0,1,0,0,1,6,5,37255203.23710208,0.0,167004823.8255338,0.0,24198032.45136138,0.0,14359561.401399609,0.0020406285320523497,121757025.18564054,0.003765542646472638,236500000.0,0.0,0.005806171178524988,364574646.1010374
516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,6,0,0,3,0,4,1,0,3,0,0,100714900.1874114,0.0,117683004.78217384,0.0019760833282724695,122393291.40821636,0.08452018629390316,16925244.491970196,0.0,30351526.042379983,0.0,0.0,0.0,0.08649626962217563,388067966.91215175
517,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,4,0,0,0,0,5,0,0,7,0,6,0,0.0,0.0,53358573.6002109,0.0,193042850.0055344,0.016918344318977145,16172545.322227566,5.060894999260474e-05,40273672.383724004,0.0,340700000.0,3493.0518985650274,0.01696895326896975,302847641.3116969
518,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,7,2,3,0,3,0,2,6,0,1,0,0,1,5,0,172497598.12513041,0.0,57160241.30295063,0.0006177749595433011,55749126.209561795,0.0,13147943.456006216,0.00025834102469699834,62967163.32200457,0.0,213300000.0,370.4786690630993,0.0008761159842402995,361522072.41565365
519,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,1,0,1,4,0,2,0,0,1,0,4,0,4,0,199655866.49917647,0.008375505831294795,93675847.47630256,1.665908063364168e-05,22167818.198803753,0.0,19026875.823542472,0.00010203142660261753,39976532.8356934,0.00042269666996512897,182600000.0,1157.446847393301,0.008916893008496182,374502940.8335187
520,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,7,0,3,0,0,6,0,0,0,0,2,316907276.1059788,0.03293179078352337,114531254.24070087,0.0064951286619704335,24198032.45136138,0.0,12586457.998778107,0.0,74328501.72315016,0.007319155982229375,30700000.0,2076.1375796254283,0.046746075427723174,542551522.5199693
521,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,3,3,1,6,0,0,0,0,4,2,0,1,0,0,89068254.21950817,0.0,106547043.08732629,0.0,0.0,0.0,18081997.288140487,0.0,25037214.086173728,0.0,1137100000.0,0.0,0.0,238734508.68114865
522,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,6,1,0,0,0,2,2,6,2,3,3,0,0,3,100714900.1874114,0.0,12019181.74411941,0.0019219373382310001,81792030.41691214,0.0,26372924.31264166,0.0,30351526.042379983,0.0,758100000.0,150.62963001398936,0.0019219373382310001,251250562.70346457
523,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,3,2,1,2,0,0,1,0,3,0,0,0,4,6,1,3,113429024.97505823,0.0,61049102.95373063,0.0012192237595108084,24198032.45136138,0.0,32793558.854083337,0.0006869749268779075,109302753.31053056,0.0,176700000.0,1340.7767141817333,0.0019061986863887158,340772472.5447641
524,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,7,2,6,0,7,0,0,3,0,5,0,0,0,0,1,197429601.30639416,0.0,85220679.54418801,0.005277945854630856,24198032.45136138,0.0,11068771.68625446,0.0,32879236.62879213,0.003380348320186063,388400000.0,0.0,0.008658294174816918,350796321.6169901
525,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,2,0,2,0,2,1,0,1,3,0,0,0,3,4,37255203.23710208,0.0,96922351.74882773,0.0004585390612814469,56998341.475862354,0.0016154803232851958,8453407.696608048,0.0,145379932.42594066,0.0040245934110304735,236500000.0,2893.7822380713687,0.006098612795597116,345009236.5843409
526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,0,7,0,2,0,7,0,4,5,5,0,6,173777259.11736694,0.0,115771022.94380094,0.019137779227910368,90351484.04949376,0.02730956451051647,23378554.244539738,0.00023893831004157809,84317877.34823732,0.0,0.0,0.0,0.04668628204846841,487596197.7034387
527,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,5,5,1,8,0,1,5,2,7,1,3,37255203.23710208,0.0,185697263.1154439,0.0019292948237964402,77172486.56618872,0.015670767790781852,38475845.43159747,0.002953483045495009,115581377.23133813,0.0,30700000.0,0.0,0.0205535456600733,454182175.5816703
528,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,0,1,0,2,0,3,0,0,0,1,4,3,5,1,78453877.84187987,0.0,92809626.3582434,0.003341279868758853,24198032.45136138,0.0,26712776.292444795,0.0003713462643316905,103676488.2943315,0.0,151900000.0,1318.5747933539956,0.0037126261330905435,325850801.238261
529,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,3,1,0,0,0,4,0,0,6,3,0,7,3,233530983.27496937,0.016465895391761683,61565087.941450454,0.0038218483200796434,34141658.785727985,0.002359618418850892,25227301.18268356,0.00018743262990572317,96960744.4048844,0.0022151103505958342,30700000.0,1059.3347428906563,0.025049905111193774,451425775.5897158
530,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,4,0,0,0,7,0,0,0,1,0,0,32694901.094161935,0.0,99885909.50154212,0.0,35162617.81033897,0.000786313958112095,3153212.360337933,0.0007529777696958625,25037214.086173728,0.0,509600000.0,0.0,0.0015392917278079575,195933854.85255468
531,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,7,0,1,6,0,3,0,0,1,3,0,32694901.094161935,0.0,125405770.90766905,0.0019292948237964402,71085108.52081779,0.015670767790781852,8453407.696608048,0.0,149275159.56565052,0.04042815129366698,115300000.0,0.0,0.05802821390824527,386914347.78490734
532,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,8,0,7,7,0,0,3,0,0,1,2,0,1,162936143.82353947,0.005049053615758087,175438386.3614918,0.004162240090539511,31813143.444179207,0.0063649148470091435,41507445.75737116,0.008813382478209151,54355764.74753119,0.0,92100000.0,0.0,0.024389591031515893,466050884.13411283
533,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0,0,6,0,6,3,0,3,1,4,2,60717312.84309486,0.0,67088550.85093841,0.01314282567538112,69810785.89520885,0.0,17803345.000196747,0.0,175442844.94058257,0.036218080002572414,30700000.0,0.0,0.04936090567795354,390862839.5300214
534,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,6,5,0,0,0,6,0,0,1,0,0,3,0,0,163770928.24047652,0.0,124382825.43902072,0.019719381199927145,31398797.71871161,0.0,6320800.309666242,0.0,30351526.042379983,0.0,357700000.0,1562.817206741867,0.019719381199927145,356224877.75025505
535,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,6,7,3,0,0,0,6,0,311870973.6887046,0.09147719662089823,46994210.70869576,0.0019292948237964402,80989098.23384961,0.006534148209770303,8453407.696608048,0.0,54641312.657861084,0.006153084307210651,286800000.0,0.0,0.10609372396167563,502949002.9857192
536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,3,0,1,6,3,2,0,3,1,226376139.44530943,0.045738598310449116,107122181.68958254,0.00012263828509116986,54701522.172023915,0.007036378985920958,32849061.76758905,0.0,81007786.59541269,0.009885073945575314,0.0,0.0,0.06278268952703656,502056691.6699176
537,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,1,0,1,0,2,6,0,0,32694901.094161935,0.0,91845504.68153763,0.0018825063193204108,46650169.32145682,0.0,36248996.16096405,0.005598950693391971,40273672.383724004,0.0,279200000.0,0.0,0.007481457012712382,247713243.64184442
538,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,1,1,3,1,0,0,0,7,0,3,0,174563088.46290332,0.016465895391761683,126967436.72256695,0.0013621162945548927,46650169.32145682,0.0,28379678.09195456,0.0012586102808249398,55672046.478588134,0.003954289321507389,30700000.0,1133.1805841091627,0.023040911288648908,432232419.0774697
539,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,3,3,0,0,0,3,0,0,0,0,4,0,0,132206024.73611341,0.0,47842699.56310011,0.0,104940394.1606187,0.06836921141552776,35186645.44770492,0.008813382478209151,33377116.55719709,0.0,199900000.0,0.0,0.07718259389373691,353552880.4647342
540,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,1,1,3,2,0,3,0,3,0,0,1,0,71223146.50296113,0.0,142684934.47419736,0.0022492011432776035,48047840.36663434,0.0,18281456.78647857,0.0008346646363270678,57427975.10329882,0.005041647266757972,236500000.0,802.1219409629666,0.008125513046362644,337665353.2335702
541,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,3,6,0,2,0,6,0,9,1,0,3,1,0,0,145883058.26646656,0.0,56235281.58727607,0.005964586818269816,81078228.60264628,0.0,19210624.296113145,0.0010420639872958718,43102689.97304483,0.00787124315505394,267200000.0,0.0,0.014877893960619629,345509882.72554684
542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,1,0,4,0,3,0,8,7,3,0,0,3,0,114498063.14503726,0.0,95261573.57314907,0.006713781935711425,65437350.27960723,0.0,24956580.074387155,0.0,52257286.36652212,0.0034783579418231096,30700000.0,837.678469450929,0.010192139877534534,352410853.4387028
543,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,6,3,1,0,0,0,2,7,7,0,0,53972506.18695759,0.0,166476879.78253898,0.018649394265865073,57406425.6902148,0.03174763916282333,24818832.250587612,0.0005689641369202175,44193513.54513965,0.0,115300000.0,0.0,0.05096599756560862,346868157.4554386
544,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,3,6,0,0,1,3,0,1,1,5,103162272.08375776,0.0,133015788.11177352,0.038398196740911904,31398797.71871161,0.0,15063068.18035096,0.0,90156019.25618789,0.0,84600000.0,0.0,0.038398196740911904,372795945.3507818
545,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,1,7,6,3,4,7,6,0,3,0,0,2,0,1,186921762.1676117,0.0,196773491.64330485,0.0,73946120.41768885,0.0,8453407.696608048,0.0,55532977.99670512,7.721611627928851e-05,121200000.0,28.116811691915963,7.721611627928851e-05,521627759.9219186
546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,2,0,0,1,0,5,0,0,3,342754773.40765446,0.010977263594507788,48104642.76606894,1.4716594210940382e-05,61634896.698484585,0.004090545779768746,17767801.395336673,0.0,59086806.59065414,0.001476740233730556,0.0,3510.344938750134,0.01655926620221803,529348920.8581988
547,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,2,0,5,0,3,0,0,4,7,5,2,0,0,100876226.68217441,0.0036353186033458228,72826968.84651755,0.002147251254577134,24198032.45136138,0.0,42026624.91444016,0.0,28166836.592242207,9.265933953514621e-05,182600000.0,291.51485308706464,0.005875229197458102,268094689.4867357
548,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,6,1,1,3,3,3,1,5,0,0,0,37255203.23710208,0.0,164523041.24405995,0.004359071711668292,83393597.80879873,0.008831003031846313,28105580.528124608,0.0,0.0,0.0,666000000.0,0.0,0.013190074743514604,313277422.8180854
549,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,6,5,1,8,0,0,0,0,6,0,2,0,174563088.46290332,0.045738598310449116,194071605.62081167,0.0,37285037.900559425,0.0,16054034.732925225,0.0008191334240128209,27578229.96765524,0.0,242400000.0,0.0,0.046557731734461934,449551996.68485487
550,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,3,1,3,0,0,0,0,0,0,0,0,1,0,1,0,126829027.92959374,0.0,28026858.85952013,0.012421109731242289,0.0,0.0,6320800.309666242,0.0,25037214.086173728,0.0,1106400000.0,0.0,0.012421109731242289,186213901.18495387
551,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,8,8,1,3,0,0,6,0,7,6,1,1,116301057.72401097,0.0018176593016729114,253091813.55336797,0.0,24198032.45136138,0.0,30033571.88243507,0.0,102579288.95893322,0.0,61400000.0,57.47168790265652,0.0018176593016729114,526203764.57010865
552,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,0,1,0,7,1,0,0,0,0,7,1,1,0,0,0,199655866.49917647,0.006700404665035834,121701716.67461371,0.0,59150282.11583044,0.005981248574840062,30528580.36230105,0.0,0.0,0.0,273100000.0,2403.7090712467007,0.012681653239875895,411036445.6519217
553,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,1,2,0,0,6,7,4,6,0,3,60717312.84309486,0.0,101201860.08136795,0.010691178607383854,30073757.096787762,0.006812557606283687,45039276.5400175,0.0,77404471.7832109,0.0,115300000.0,0.0,0.01750373621366754,314436678.34447896
554,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,1,6,0,1,0,7,6,0,0,1,0,3,0,2,146271289.3416506,0.0006058864338909704,99057067.25756143,0.003255413201295923,73946120.41768885,0.0,16942638.948937356,0.00030229694457007956,60854576.45659251,0.0,151900000.0,2045.989314010923,0.004163596579756973,397071692.42243075
555,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,7,7,2,3,2,1,1,0,0,5,0,5,5,0,3,213977821.79557136,0.0,140443794.73792514,0.0,20299287.62732069,0.0,24162426.948826768,0.0,72580607.18485624,0.0,92100000.0,0.0,0.0,471463938.2945002
556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,3,0,1,1,1,4,2,0,3,0,3,0,218641440.2492224,0.006094518231144864,90143923.5488522,0.0,77915758.98206888,0.0008662393425051983,17664970.388292454,4.2244350739107846e-05,63730747.87057243,0.0017379158090105851,30700000.0,2237.755269702673,0.008740917733399755,468096841.0390084
557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,3,0,6,1,4,1,6,0,1,7,0,119252509.8856793,0.0,90822158.64189008,0.0023259666957711252,89636651.68609987,0.0,19337348.34775413,0.0,70740857.80294001,0.0,84600000.0,1105.8407035273449,0.0023259666957711252,389789526.3643634
558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,1,0,0,10,3,2,0,1,47847947.961454235,0.0,133015788.11177352,0.004607783608909429,49622725.1402255,0.0,33235863.145482577,2.8672597204989365e-05,64623894.58877695,0.0005434596470540599,84600000.0,2528.948225252871,0.005179915853168478,328346218.9477128
559,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,6,0,7,0,7,2,0,0,0,5,4,0,3,0,198025198.0688961,0.0068607897465673695,166071355.5283289,0.0,22167818.198803753,0.0,23513808.23935554,3.293894460580609e-05,36950942.32087629,0.00042269666996512897,151900000.0,920.0601566631506,0.007316425361138305,446729122.3562606
560,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,3,0,0,3,0,6,5,0,1,42291505.65437629,0.0,165611839.97032094,0.020668801566143195,24198032.45136138,0.0,22374727.640758883,0.0,66294113.011456475,0.0,84600000.0,1589.1178990251385,0.020668801566143195,320770218.728274
561,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,0,3,1,1,5,0,0,0,4,3,2,3,1,4,82486364.32617709,0.0,145438455.5740636,0.0006709647303107999,22645876.464024913,0.006882775655479369,28640895.65434783,0.0,96222495.82521117,0.0,182600000.0,284.01370380282236,0.0075537403857901695,375434087.84382457
562,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,6,0,1,0,0,0,0,8,1,0,3,1,0,282264111.51940763,0.045738598310449116,50528911.86406103,0.0055725856841319435,20427445.75155167,0.017117863010655474,24379010.378793493,0.0,58044072.09764524,0.0,61400000.0,0.0,0.06842904700523653,435643551.611459
563,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,5,1,0,7,1,0,0,0,0,0,6,6,0,0,229956386.89855218,0.016465895391761683,125718617.07376051,0.0006439887517322556,15415294.288923224,0.004685289576516753,23626125.034042023,0.000949272448593118,40273672.383724004,0.0,182600000.0,828.975951653624,0.02274444616860381,434990095.6790019
564,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,7,0,2,7,0,1,4,3,0,0,7,6,60717312.84309486,0.0,127487673.07826531,0.0,59903444.52010451,0.0,19364628.02360858,0.0,190222901.0670047,0.006217464601367847,84600000.0,2276.622674508316,0.006217464601367847,457695959.532078
565,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,7,1,6,7,4,0,2,0,0,3,0,6,5,3,0,188945475.6704826,0.0,140822678.00042614,0.0,22167818.198803753,0.0,22374727.640758883,0.0,72580607.18485624,0.0,151900000.0,0.0,0.0,446891306.6953276
566,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,3,1,3,0,0,1,0,0,7,0,1,1,0,1,7,5,76431543.68310125,0.0,55660152.08227326,0.0009303005467675938,34221561.73832255,0.0,14476535.094212018,4.820538577202353e-05,118728379.73363557,0.0,297900000.0,502.4988858527787,0.0009785059325396173,299518172.33154464
567,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,3,0,4,7,6,0,0,0,0,1,0,0,0,1,179599390.88017756,0.045738598310449116,232798014.77450502,0.0,0.0,0.0,8583489.041838946,0.0005693476239709824,32149809.810973756,0.003040190458077399,334500000.0,0.0,0.0493481363924975,453130704.5074953
568,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,7,0,0,0,7,4,6,0,0,3,0,0,0,1,205446888.18185323,0.005488631797253894,126862213.05589548,0.0028435495231168588,62318902.73577461,0.0,8512249.743424961,1.5532501066829397e-06,34434665.438518465,0.0004926840610297561,151900000.0,2575.981678125171,0.008826418631507191,437574919.15546674
569,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,7,1,0,4,4,0,1,1,1,0,7,0,0,68139002.95605196,0.0,112655956.26713556,0.003154278162091469,49622725.1402255,0.0,15568443.127008926,0.00024959847111269857,44193513.54513965,0.0,371400000.0,280.8145011542766,0.0034038766332041676,290179641.0355616
